"Personas","Edad","Tiempo","Monto","Dia","Soporte","Encuesta"
"PWKVGW",16,2.29,22900,"Domingo","No","Mala"
"YXNKDB",67,3.55,35500,"Domingo","Si","Muy Buena"
"FDFBNQ",55,0.99,9900,"Sabado","No","Mala"
"HDTVOK",24,0.93,9300,"Viernes","Si","Normal"
"GGWXXZ",43,3.02,30200,"Sabado","No","Normal"
"ZXVVZA",77,1.34,13400,"Jueves","No","Muy Buena"
"DCFHSV",71,1.1,11000,"Sabado","No","Normal"
"GYEVAU",91,1.62,16200,"Miercoles","No","Normal"
"LKBAAH",55,1.89,18900,"Domingo","No","Normal"
"OFEQLW",66,0.71,7100,"Domingo","Si","Mala"
"FXLZGS",67,0.8,8000,"Sabado","Si","Mala"
"JNHVKM",72,1.53,15300,"Jueves","No","Mala"
"HZVOOP",71,3.5,35000,"Sabado","No","Muy mala"
"WPPOPX",60,3.63,36300,"Martes","No","Muy Buena"
"NJBUXR",21,0.79,7900,"Jueves","Si","Normal"
"SYGMHH",59,0.53,5300,"Domingo","No","Normal"
"FOIPML",73,1.34,13400,"Martes","Si","Muy Buena"
"TCOMXX",48,2.41,24100,"Jueves","Si","Mala"
"MXYNFA",64,1.03,10300,"Domingo","No","Normal"
"AOUPKT",75,1.79,17900,"Domingo","Si","Normal"
"FAIOYU",40,2.74,27400,"Martes","No","Normal"
"LOXBRU",78,1.89,18900,"Sabado","Si","Normal"
"LYKDOR",46,3.71,37100,"Lunes","No","Buena"
"DHKPKU",65,3.24,32400,"Viernes","No","Normal"
"CBRDTL",35,1.59,15900,"Miercoles","No","Muy Buena"
"FMACDQ",51,1.02,10200,"Domingo","No","Muy Buena"
"NDCAWK",86,3.79,37900,"Domingo","No","Muy Buena"
"UPRPPH",36,1.04,10400,"Martes","No","Muy mala"
"LPYHDN",20,0.53,5300,"Sabado","Si","Muy mala"
"BRYKUQ",76,2.08,20800,"Domingo","No","Normal"
"ICIBIM",33,2.07,20700,"Domingo","No","Muy mala"
"TUMRHR",33,3.1,31000,"Martes","No","Muy Buena"
"OYUWHJ",31,2.29,22900,"Viernes","No","Buena"
"HMNDWS",7,2.84,28400,"Viernes","No","Muy Buena"
"UPVEUM",17,3.63,36300,"Sabado","Si","Mala"
"SJYICU",67,1.68,16800,"Miercoles","Si","Muy mala"
"ATVOYD",36,1.62,16200,"Martes","No","Muy mala"
"FSHGRR",19,2.39,23900,"Martes","No","Normal"
"RBONQE",24,2.85,28500,"Viernes","Si","Buena"
"GTGAJU",88,0.94,9400,"Domingo","No","Mala"
"YYOSMO",63,1.85,18500,"Sabado","No","Buena"
"GPAILP",36,3.3,33000,"Domingo","No","Normal"
"IKBSLJ",82,2.24,22400,"Miercoles","No","Mala"
"OAJFUW",9,3.34,33400,"Sabado","Si","Buena"
"ZMWZCE",15,1.9,19000,"Viernes","No","Normal"
"VGGDEU",69,3.84,38400,"Jueves","No","Muy mala"
"KMAFMY",67,1.88,18800,"Miercoles","No","Mala"
"NYLRBI",5,1.99,19900,"Jueves","No","Mala"
"TFXPCM",36,3.33,33300,"Sabado","No","Muy mala"
"AAGGKP",48,3.29,32900,"Domingo","No","Mala"
"PJXRYO",56,2.79,27900,"Jueves","No","Muy mala"
"DDTQEM",85,3.16,31600,"Miercoles","No","Mala"
"XHFSXL",71,2.77,27700,"Sabado","Si","Muy mala"
"ISCSRK",14,3.6,36000,"Martes","No","Normal"
"WTVRGA",6,3.26,32600,"Viernes","No","Buena"
"BFHIER",43,2.1,21000,"Jueves","No","Buena"
"INPTJN",21,3.19,31900,"Miercoles","No","Mala"
"CDNYPU",85,2.55,25500,"Viernes","No","Muy mala"
"ZGRPDV",55,1.7,17000,"Sabado","No","Mala"
"MJWDTR",20,2.52,25200,"Miercoles","No","Normal"
"AVGLDZ",75,2.75,27500,"Viernes","No","Muy Buena"
"FQXKHQ",84,0.61,6100,"Domingo","No","Buena"
"RKIUQQ",10,2.73,27300,"Jueves","No","Muy Buena"
"BUJGDT",76,1.09,10900,"Domingo","No","Normal"
"YXHWAL",75,1.09,10900,"Domingo","No","Mala"
"AQORIN",8,2.49,24900,"Domingo","No","Muy mala"
"JFIFCP",67,2.15,21500,"Miercoles","Si","Normal"
"RXREMC",32,3.24,32400,"Sabado","No","Normal"
"KDMYHI",43,3.46,34600,"Sabado","No","Normal"
"ZXMBND",7,1.81,18100,"Sabado","No","Buena"
"SIYKHE",33,2.34,23400,"Miercoles","No","Normal"
"OFRGJG",64,2.37,23700,"Domingo","No","Muy mala"
"ZIHRGJ",16,0.62,6200,"Sabado","No","Muy mala"
"UJFBRC",31,2.54,25400,"Miercoles","No","Normal"
"ESGLQE",81,1.02,10200,"Martes","No","Mala"
"SAIAVG",62,1.92,19200,"Viernes","No","Buena"
"NXPAEG",8,0.99,9900,"Lunes","No","Buena"
"JJASII",5,3.95,39500,"Viernes","Si","Normal"
"XYOPLY",22,1.58,15800,"Lunes","No","Normal"
"IYCQAT",15,0.51,5100,"Sabado","No","Mala"
"TXDUUU",86,3.38,33800,"Sabado","No","Buena"
"WLZLAD",48,3.2,32000,"Jueves","No","Buena"
"NWNBVL",92,1.14,11400,"Lunes","No","Muy mala"
"GKANPS",45,3.25,32500,"Martes","No","Normal"
"TKDSFF",59,2.6,26000,"Jueves","Si","Normal"
"EWRKYU",10,2.52,25200,"Lunes","No","Muy Buena"
"UUQDBO",85,3.56,35600,"Viernes","No","Muy Buena"
"TNSIKI",19,1.83,18300,"Jueves","No","Muy Buena"
"XGZWBF",56,0.85,8500,"Domingo","Si","Normal"
"WCIRAN",31,2.55,25500,"Lunes","No","Buena"
"EITUDB",76,0.57,5700,"Domingo","No","Buena"
"FIRWDM",67,0.72,7200,"Domingo","Si","Normal"
"RYUFKH",73,3.57,35700,"Sabado","Si","Normal"
"TQLBKP",92,3.04,30400,"Sabado","No","Buena"
"WXAMYP",84,2.29,22900,"Viernes","Si","Buena"
"RCYCFR",76,3.55,35500,"Sabado","No","Mala"
"KLRLPL",86,1.9,19000,"Miercoles","No","Buena"
"UDBAUM",45,2.1,21000,"Sabado","Si","Normal"
"EPEISG",73,1.08,10800,"Sabado","No","Normal"
"GVDABI",44,1.21,12100,"Sabado","No","Normal"
"ZIQTWC",32,3.6,36000,"Lunes","No","Muy Buena"
"LKITIH",70,3.06,30600,"Viernes","No","Normal"
"SINOLT",58,2.82,28200,"Miercoles","No","Normal"
"UOKJDN",74,3.45,34500,"Jueves","No","Normal"
"RHDJMG",9,3.08,30800,"Domingo","No","Muy mala"
"MNLURM",78,1.61,16100,"Sabado","No","Normal"
"VFFMJR",72,3.97,39700,"Martes","No","Normal"
"TWHJRN",69,1.43,14300,"Jueves","No","Normal"
"IPQUDX",47,0.51,5100,"Jueves","No","Buena"
"YGVUNW",28,1.78,17800,"Martes","Si","Muy Buena"
"HDAQAC",30,1.05,10500,"Sabado","No","Muy mala"
"ZGOCLE",79,0.75,7500,"Viernes","No","Muy mala"
"XXCCGS",20,1.9,19000,"Miercoles","Si","Normal"
"TAMLWC",28,2.85,28500,"Domingo","No","Normal"
"IVCDJD",67,2.19,21900,"Sabado","No","Buena"
"JAPXRM",66,3.41,34100,"Viernes","No","Mala"
"ROEMFB",56,3.07,30700,"Lunes","No","Normal"
"KYRZMT",91,2.16,21600,"Martes","No","Normal"
"MQXZUH",9,1.83,18300,"Sabado","No","Normal"
"VCIYPZ",49,2.77,27700,"Viernes","No","Normal"
"BSSTJR",91,0.73,7300,"Viernes","Si","Normal"
"YVIHHN",16,2.45,24500,"Domingo","No","Normal"
"QLYDFB",9,3.47,34700,"Martes","Si","Normal"
"DCGMCG",19,2.05,20500,"Sabado","No","Mala"
"YJWTEM",20,1.38,13800,"Domingo","No","Buena"
"YTBGOB",16,0.94,9400,"Martes","No","Normal"
"PRRRGQ",90,3.34,33400,"Domingo","No","Muy mala"
"YNNKWE",24,2.37,23700,"Martes","No","Buena"
"IKTGXZ",41,1.07,10700,"Domingo","No","Normal"
"DQTGNA",41,2.83,28300,"Viernes","No","Buena"
"OLFKWF",19,2.61,26100,"Sabado","No","Normal"
"PUMFQY",51,3.97,39700,"Jueves","Si","Mala"
"VNEBTF",69,1.74,17400,"Sabado","No","Mala"
"ELIIXX",89,3.7,37000,"Martes","No","Normal"
"YZVENX",21,1.66,16600,"Domingo","Si","Muy Buena"
"JWRNOI",37,1.92,19200,"Viernes","No","Normal"
"ONXBQN",14,1.27,12700,"Sabado","Si","Normal"
"ABOZVL",87,3.09,30900,"Miercoles","No","Buena"
"PCRSTF",51,2.28,22800,"Domingo","No","Buena"
"UCPPGW",45,2.42,24200,"Lunes","No","Muy Buena"
"QVYLHI",91,2.67,26700,"Jueves","No","Normal"
"BRANJM",63,3.97,39700,"Lunes","No","Muy Buena"
"AVRBDA",47,1.08,10800,"Lunes","No","Buena"
"OJCNAO",91,1.89,18900,"Sabado","No","Mala"
"RJXDWU",48,2.31,23100,"Jueves","Si","Muy Buena"
"XQGQPD",61,1.45,14500,"Sabado","No","Normal"
"EQNFXW",83,3.92,39200,"Sabado","Si","Normal"
"IQJMIX",85,1.92,19200,"Viernes","No","Mala"
"XMIJCP",77,2.28,22800,"Sabado","No","Normal"
"QVYGWW",74,3.99,39900,"Martes","No","Mala"
"GDYZYN",65,3.88,38800,"Domingo","No","Muy Buena"
"YHPQOP",21,2.76,27600,"Domingo","No","Buena"
"ETQMGW",92,0.96,9600,"Sabado","No","Normal"
"GIRNZJ",64,2,20000,"Miercoles","No","Mala"
"WCDTTI",45,3.88,38800,"Sabado","No","Muy Buena"
"SWVDLJ",14,2.15,21500,"Martes","No","Mala"
"BWRCCX",22,2.76,27600,"Martes","No","Normal"
"GNEQDW",75,2.65,26500,"Domingo","Si","Mala"
"IPXGVW",32,0.88,8800,"Sabado","No","Muy Buena"
"OLNCKM",86,3.73,37300,"Jueves","No","Normal"
"AXQFBT",49,3.6,36000,"Miercoles","No","Muy mala"
"DSONAF",9,3.16,31600,"Viernes","No","Normal"
"WBRKUA",72,1.81,18100,"Jueves","Si","Normal"
"VOSGPU",22,2.55,25500,"Sabado","No","Mala"
"XCIHVE",12,1.89,18900,"Domingo","No","Normal"
"NWCNBB",92,1.13,11300,"Domingo","No","Muy mala"
"LAPCVQ",61,1.58,15800,"Sabado","No","Normal"
"KLPNXT",6,1.44,14400,"Martes","No","Muy mala"
"JGNZYX",38,2.93,29300,"Domingo","No","Normal"
"IKUYMF",43,1.4,14000,"Jueves","No","Normal"
"ORKYWX",40,0.56,5600,"Domingo","No","Buena"
"XVGEJZ",71,1.16,11600,"Martes","No","Buena"
"HYFQYR",46,2.37,23700,"Miercoles","No","Buena"
"LVRWIV",6,2.35,23500,"Viernes","Si","Normal"
"VQRSRF",34,2.69,26900,"Viernes","Si","Normal"
"GDWJJC",88,1.7,17000,"Martes","No","Buena"
"SMHMKF",89,3.97,39700,"Viernes","No","Mala"
"NDCZNH",36,2.61,26100,"Sabado","Si","Mala"
"AIYJMA",12,2.78,27800,"Martes","No","Buena"
"IBHYCG",60,2.47,24700,"Martes","No","Normal"
"HKXDVJ",86,2.48,24800,"Viernes","Si","Normal"
"QLSDVC",8,1.1,11000,"Viernes","No","Muy mala"
"KQEQBQ",84,2.44,24400,"Sabado","No","Normal"
"OAFSOV",73,2.14,21400,"Domingo","No","Mala"
"THUIWC",83,1.53,15300,"Viernes","No","Buena"
"RDVJDX",60,1.34,13400,"Miercoles","Si","Buena"
"GGBKFS",6,3.8,38000,"Jueves","No","Normal"
"GUHKPC",46,1.36,13600,"Sabado","No","Mala"
"NJZXDS",26,2.18,21800,"Domingo","No","Normal"
"JUBNUW",7,1.17,11700,"Viernes","Si","Muy mala"
"HIGDHF",13,0.55,5500,"Lunes","Si","Normal"
"DHBYBT",67,1.46,14600,"Sabado","No","Buena"
"GBAENG",60,3.1,31000,"Sabado","No","Normal"
"SJUZPS",78,0.63,6300,"Lunes","No","Buena"
"CJGBLM",54,3.56,35600,"Domingo","No","Normal"
"IIBCQN",82,2.64,26400,"Martes","No","Muy Buena"
"RXCEOG",74,1.5,15000,"Viernes","No","Buena"
"DCRWRN",86,3.46,34600,"Lunes","No","Muy Buena"
"NXIMYZ",29,1.4,14000,"Sabado","No","Mala"
"MCUYHT",19,2.79,27900,"Miercoles","No","Normal"
"IYPBLG",54,2.74,27400,"Jueves","No","Normal"
"SMRQIS",15,3.53,35300,"Viernes","No","Normal"
"RDVGZI",83,3.02,30200,"Domingo","No","Normal"
"DZHEMQ",13,2.91,29100,"Jueves","No","Normal"
"JQBHKK",83,1.48,14800,"Lunes","No","Buena"
"JOUPFR",16,0.83,8300,"Viernes","No","Mala"
"WHNBQW",9,1.77,17700,"Domingo","No","Mala"
"IBLCMM",50,3.76,37600,"Domingo","No","Muy Buena"
"MQTANB",42,0.52,5200,"Sabado","Si","Normal"
"WTPUCH",23,2.29,22900,"Domingo","No","Normal"
"PIOVKA",11,0.65,6500,"Viernes","No","Mala"
"MZADJZ",13,2.69,26900,"Sabado","No","Buena"
"FBSVGK",89,2.53,25300,"Domingo","No","Mala"
"LRMWJO",66,1.02,10200,"Martes","No","Buena"
"BVILXR",67,3.61,36100,"Viernes","Si","Muy mala"
"LOCMIT",67,2.45,24500,"Miercoles","No","Buena"
"OXHLHK",69,2.06,20600,"Martes","No","Buena"
"VJXKAS",12,1.98,19800,"Viernes","No","Normal"
"UINUAK",24,3.49,34900,"Lunes","No","Mala"
"YQFGOI",13,2.64,26400,"Sabado","No","Buena"
"SXZIAV",88,1.45,14500,"Lunes","No","Normal"
"RAKZYP",49,1.36,13600,"Sabado","Si","Buena"
"AABFHU",20,3.09,30900,"Lunes","No","Muy mala"
"BOYUUI",73,2.19,21900,"Martes","No","Mala"
"HWBXDP",84,2.86,28600,"Domingo","Si","Buena"
"NNEIXJ",37,0.99,9900,"Sabado","Si","Mala"
"NLMHIM",57,0.61,6100,"Martes","No","Normal"
"ZZAXPS",70,1.38,13800,"Viernes","No","Normal"
"LAKWLJ",25,3.36,33600,"Jueves","No","Normal"
"BCQMXC",42,3.68,36800,"Sabado","No","Buena"
"WIUHGE",76,2.88,28800,"Lunes","No","Normal"
"ZUIBZF",77,3.35,33500,"Lunes","No","Buena"
"BVRRDG",17,1.43,14300,"Martes","No","Mala"
"SKGPTN",39,0.94,9400,"Domingo","No","Normal"
"LIENRE",16,1.47,14700,"Martes","Si","Normal"
"HVIDNH",49,2.7,27000,"Sabado","No","Buena"
"LHQTAX",47,0.7,7000,"Domingo","Si","Normal"
"RMQFKI",22,1.87,18700,"Jueves","No","Mala"
"XJYQIB",50,0.71,7100,"Domingo","No","Mala"
"OCSIXU",80,0.81,8100,"Sabado","No","Muy Buena"
"YAXWON",84,1.12,11200,"Miercoles","No","Mala"
"MRRIHK",9,3.21,32100,"Domingo","No","Muy mala"
"OQQUEL",77,2.87,28700,"Martes","No","Normal"
"AMCKYI",37,1.78,17800,"Miercoles","Si","Muy Buena"
"PXRIDY",63,1.51,15100,"Sabado","No","Normal"
"ZBHICY",18,3.88,38800,"Martes","No","Normal"
"TJXGYM",50,1.91,19100,"Domingo","No","Muy Buena"
"OOROZM",85,1.47,14700,"Martes","Si","Muy mala"
"NYEPTA",50,1.97,19700,"Sabado","No","Normal"
"KAVCEQ",17,1.99,19900,"Sabado","No","Muy mala"
"JWPXNT",45,2.26,22600,"Sabado","Si","Muy mala"
"UCIOVI",81,2.47,24700,"Viernes","No","Mala"
"MXOVBU",36,3.28,32800,"Viernes","No","Normal"
"XPYOVZ",56,2.32,23200,"Viernes","No","Muy Buena"
"KQNOPI",31,0.87,8700,"Sabado","No","Normal"
"SIDNNA",82,3.68,36800,"Lunes","No","Mala"
"KEFFYU",31,1.1,11000,"Domingo","No","Normal"
"RZKRYM",59,2.13,21300,"Sabado","No","Mala"
"UHPEJJ",30,1.77,17700,"Domingo","Si","Normal"
"XPONLJ",36,1.18,11800,"Domingo","No","Buena"
"ROBRYV",6,1.21,12100,"Lunes","No","Mala"
"KHXJSE",67,3.21,32100,"Sabado","No","Normal"
"WXDUTT",77,1.85,18500,"Sabado","No","Mala"
"RCAVMD",26,2.43,24300,"Martes","No","Buena"
"QYRCVN",89,1.87,18700,"Jueves","Si","Normal"
"MXTFNJ",11,1.17,11700,"Domingo","No","Normal"
"LSJSTJ",7,2.37,23700,"Jueves","No","Buena"
"WYVTSO",84,1.69,16900,"Sabado","No","Mala"
"XFJRSF",23,1.82,18200,"Viernes","No","Muy Buena"
"ZOAXZC",70,0.8,8000,"Sabado","No","Muy Buena"
"QWSPMH",80,1.84,18400,"Martes","No","Mala"
"LZAIHY",18,0.71,7100,"Domingo","No","Mala"
"FUGPVV",66,1.44,14400,"Sabado","Si","Normal"
"NVQHHM",7,1.9,19000,"Lunes","No","Mala"
"PSKLLI",55,0.77,7700,"Domingo","No","Normal"
"JMMOKG",79,0.93,9300,"Martes","No","Muy mala"
"ZUTKNW",40,1.87,18700,"Viernes","No","Muy mala"
"ZBWQNY",66,2.81,28100,"Domingo","No","Normal"
"JIHXBM",78,0.75,7500,"Miercoles","No","Normal"
"HSJIWU",84,1.2,12000,"Domingo","No","Normal"
"QHKCRV",28,0.67,6700,"Jueves","No","Mala"
"VNTJNQ",78,1.04,10400,"Miercoles","No","Mala"
"EKWCKM",89,1.29,12900,"Domingo","No","Mala"
"VKLLAI",47,0.52,5200,"Sabado","No","Normal"
"QCSYFV",51,1.37,13700,"Martes","No","Buena"
"QMSCJZ",44,2.26,22600,"Viernes","No","Mala"
"OCNVYZ",59,0.9,9000,"Domingo","No","Mala"
"YQZOEP",51,2.93,29300,"Sabado","No","Muy mala"
"KMIOQU",10,2.75,27500,"Lunes","No","Mala"
"BJUZBH",71,1.11,11100,"Domingo","No","Normal"
"OMXYXT",12,1.32,13200,"Sabado","No","Mala"
"HYWECQ",50,3.05,30500,"Lunes","No","Mala"
"OWRSFF",54,0.82,8200,"Jueves","No","Buena"
"CQUPRC",49,3.13,31300,"Domingo","Si","Normal"
"UGHLRP",75,2.17,21700,"Jueves","No","Mala"
"PQXCAC",64,0.92,9200,"Jueves","No","Muy mala"
"EEOGYN",76,2.3,23000,"Domingo","Si","Muy mala"
"XTBJZP",30,2.33,23300,"Sabado","No","Buena"
"CVEMJO",42,0.66,6600,"Martes","No","Buena"
"WACNHY",82,1.45,14500,"Miercoles","No","Muy mala"
"OYUGCI",13,0.73,7300,"Lunes","No","Normal"
"GQQOPL",50,3.75,37500,"Domingo","Si","Muy mala"
"ZHQWSS",73,2.31,23100,"Domingo","Si","Buena"
"GTSSCA",8,1.03,10300,"Martes","Si","Mala"
"FCHNUO",15,2.24,22400,"Martes","No","Normal"
"RWFTPE",74,3.88,38800,"Sabado","No","Muy Buena"
"XDJOXX",89,3.79,37900,"Martes","No","Muy Buena"
"JUXYFY",74,2.92,29200,"Sabado","No","Buena"
"TIFOTU",62,2.76,27600,"Martes","No","Muy mala"
"PPWEVY",7,1.61,16100,"Martes","No","Normal"
"QSCRNH",18,0.54,5400,"Jueves","No","Normal"
"PRTVZS",39,2.9,29000,"Miercoles","No","Normal"
"LXCQNT",17,3.89,38900,"Domingo","No","Normal"
"RDTVVG",33,2.52,25200,"Sabado","No","Muy Buena"
"VXZOEU",28,3.28,32800,"Martes","Si","Muy mala"
"KOWCWE",27,1.16,11600,"Martes","Si","Mala"
"MPYRFN",20,2.35,23500,"Jueves","No","Muy mala"
"SDUROY",72,3.42,34200,"Sabado","No","Buena"
"FBZADD",77,3.68,36800,"Viernes","No","Buena"
"UJQIRU",53,1.75,17500,"Martes","No","Mala"
"VVXGPX",73,1.2,12000,"Sabado","No","Normal"
"AYFVGW",79,2.41,24100,"Jueves","No","Normal"
"QGWPNM",70,1.5,15000,"Domingo","No","Buena"
"KFOGAK",24,1.78,17800,"Domingo","No","Normal"
"RJPLIQ",45,0.51,5100,"Lunes","No","Muy Buena"
"AHFBPR",48,0.96,9600,"Domingo","No","Normal"
"CUMZBF",91,1.31,13100,"Jueves","Si","Muy mala"
"TGFUBA",22,0.64,6400,"Domingo","No","Normal"
"UYLETS",80,3.4,34000,"Viernes","No","Muy mala"
"FENSWN",43,2.39,23900,"Sabado","No","Buena"
"CLZWPX",67,2.43,24300,"Domingo","No","Normal"
"ZGBEGG",26,1.27,12700,"Sabado","No","Buena"
"DGPBUL",27,3.55,35500,"Domingo","No","Muy Buena"
"WUXAOL",90,3.47,34700,"Martes","Si","Normal"
"DIDFDF",56,2.58,25800,"Viernes","No","Mala"
"ZVMGOW",5,3.46,34600,"Domingo","No","Normal"
"WUCHGW",72,2.46,24600,"Miercoles","No","Normal"
"EMYDHB",84,1.64,16400,"Sabado","No","Mala"
"XISHJI",79,1.33,13300,"Sabado","No","Mala"
"WBFFIY",11,0.64,6400,"Martes","No","Normal"
"DBFIVS",73,1.07,10700,"Jueves","No","Normal"
"IYMHWH",19,1.27,12700,"Jueves","No","Normal"
"VZOYET",16,0.87,8700,"Domingo","No","Buena"
"NVUXDI",41,2.97,29700,"Martes","No","Mala"
"IDUWAD",37,3.71,37100,"Domingo","No","Normal"
"VRACCA",80,3.12,31200,"Martes","No","Mala"
"SPFVZL",22,2.93,29300,"Viernes","No","Normal"
"ROKSSW",35,1.51,15100,"Viernes","No","Normal"
"WBFAKJ",69,3.83,38300,"Domingo","Si","Muy Buena"
"YCAALU",48,3.71,37100,"Domingo","No","Buena"
"XZCTLQ",47,1.99,19900,"Lunes","Si","Normal"
"AHSGZX",67,1.78,17800,"Sabado","No","Buena"
"VYOKFO",17,1.84,18400,"Jueves","No","Buena"
"OLSBNB",34,1.01,10100,"Jueves","No","Mala"
"ZLRTGW",77,2.29,22900,"Jueves","Si","Normal"
"TGEFND",71,3.89,38900,"Sabado","No","Buena"
"GSUUIP",71,3.32,33200,"Martes","No","Normal"
"WUIEGY",41,1.58,15800,"Sabado","No","Buena"
"DGGFXF",65,1.74,17400,"Miercoles","No","Buena"
"TJNYPN",51,2.15,21500,"Sabado","Si","Normal"
"JXRCEI",51,2.63,26300,"Miercoles","No","Buena"
"XHLWBS",56,0.93,9300,"Domingo","Si","Muy Buena"
"CTGSBS",64,1.14,11400,"Lunes","No","Normal"
"UYGPLS",23,3.58,35800,"Martes","No","Normal"
"WGPZRZ",75,2.29,22900,"Jueves","No","Mala"
"GIGPEC",54,2.35,23500,"Viernes","No","Muy Buena"
"VNQEZS",23,2.86,28600,"Lunes","No","Mala"
"CMNIRX",57,1.08,10800,"Sabado","Si","Mala"
"UVUSNT",14,1.35,13500,"Domingo","No","Mala"
"GSEBLT",44,3.96,39600,"Jueves","No","Muy mala"
"LYNSCO",88,3.32,33200,"Viernes","No","Buena"
"DNWIYI",57,2.79,27900,"Jueves","No","Muy Buena"
"KNYYNH",52,3.31,33100,"Martes","Si","Normal"
"PKYBBK",7,2.34,23400,"Martes","No","Muy Buena"
"LOFBOI",71,2.76,27600,"Domingo","No","Muy Buena"
"VBLXYC",18,3.01,30100,"Sabado","Si","Normal"
"QMIQXJ",29,3.19,31900,"Domingo","Si","Normal"
"GYRIKG",70,2.39,23900,"Domingo","No","Muy Buena"
"SHGACM",5,1.04,10400,"Sabado","No","Normal"
"ZMTJDQ",14,2.95,29500,"Viernes","No","Buena"
"XOSGRX",82,3.68,36800,"Miercoles","No","Buena"
"FOQGRT",82,3.59,35900,"Sabado","No","Normal"
"CBRWER",25,1.54,15400,"Domingo","No","Buena"
"OQIBLH",89,0.65,6500,"Domingo","No","Buena"
"VKKEWE",46,0.83,8300,"Viernes","No","Mala"
"BEJYFC",66,1.31,13100,"Jueves","No","Muy Buena"
"LTFAGM",22,3.12,31200,"Sabado","No","Muy mala"
"RJZGSW",18,1.97,19700,"Domingo","No","Muy Buena"
"BEBNGU",82,3.65,36500,"Viernes","No","Normal"
"SSDVVJ",5,3.44,34400,"Viernes","No","Mala"
"LXBPXQ",70,3.31,33100,"Miercoles","Si","Normal"
"BRQWNQ",34,1.01,10100,"Domingo","No","Normal"
"DQOEQJ",55,1.72,17200,"Domingo","No","Muy mala"
"MUSCRN",18,0.76,7600,"Sabado","Si","Normal"
"TLGZHF",85,0.99,9900,"Jueves","No","Mala"
"WKAWME",14,2.32,23200,"Domingo","No","Normal"
"GGTPPK",31,3.9,39000,"Viernes","No","Mala"
"DAOYPR",7,2.89,28900,"Jueves","No","Normal"
"DJGQGV",31,1.14,11400,"Jueves","Si","Normal"
"KDHBCL",65,2.12,21200,"Sabado","No","Mala"
"ZXWYJF",10,2.73,27300,"Martes","No","Normal"
"GCICNM",35,0.72,7200,"Viernes","Si","Muy Buena"
"QDEXMA",7,3.45,34500,"Domingo","No","Normal"
"YHCRVU",16,3.73,37300,"Lunes","No","Mala"
"QQGLNR",62,3.82,38200,"Jueves","No","Buena"
"YIYPHX",36,2.96,29600,"Sabado","No","Normal"
"PWYLLG",8,1.84,18400,"Sabado","No","Normal"
"TNMLPV",62,0.6,6000,"Sabado","No","Normal"
"FICFWF",25,1.78,17800,"Viernes","No","Normal"
"YCFWDV",57,3.42,34200,"Sabado","No","Mala"
"WSUTDX",81,3.74,37400,"Jueves","No","Buena"
"WIEMQE",77,2.89,28900,"Lunes","No","Mala"
"TUCMNY",14,1.78,17800,"Sabado","No","Normal"
"ENTEXM",72,2.56,25600,"Miercoles","No","Muy Buena"
"PRUHTR",81,3.18,31800,"Lunes","No","Mala"
"YOZUMA",26,1.67,16700,"Viernes","No","Buena"
"VKUBHH",56,2.51,25100,"Lunes","No","Muy mala"
"RGWGXZ",69,3.5,35000,"Sabado","No","Normal"
"CIRPWO",39,2.7,27000,"Miercoles","No","Buena"
"VEVRLX",86,2.06,20600,"Viernes","No","Muy mala"
"ROGFBP",85,1.03,10300,"Lunes","No","Buena"
"TSFWJK",63,3.55,35500,"Domingo","No","Buena"
"PROBKA",47,3.75,37500,"Domingo","Si","Normal"
"HIAFWD",60,3.87,38700,"Lunes","No","Buena"
"TPLTFY",82,2.07,20700,"Miercoles","No","Muy mala"
"FIURKH",39,3.21,32100,"Sabado","No","Normal"
"SNUPDK",16,2.09,20900,"Miercoles","No","Buena"
"BPTZYL",44,1.51,15100,"Viernes","No","Muy Buena"
"KUQQXG",75,3.46,34600,"Viernes","Si","Muy mala"
"KGXOGS",85,3.27,32700,"Miercoles","No","Muy Buena"
"TDISPP",31,2.77,27700,"Domingo","No","Buena"
"BKSHQC",78,3.94,39400,"Sabado","Si","Buena"
"UHFSRG",78,2.14,21400,"Domingo","Si","Normal"
"JOUJAR",49,2.69,26900,"Domingo","No","Normal"
"XQWUCH",56,2.68,26800,"Martes","No","Normal"
"AHVPCR",82,2.66,26600,"Sabado","No","Normal"
"JFWPNX",49,3.01,30100,"Miercoles","No","Mala"
"MVIGMZ",61,0.93,9300,"Jueves","No","Muy Buena"
"IPMKIV",85,0.61,6100,"Miercoles","No","Muy mala"
"MXVZER",76,2.54,25400,"Jueves","No","Muy Buena"
"RBEKTH",69,1.45,14500,"Sabado","No","Normal"
"DIKMOI",16,2.37,23700,"Domingo","No","Buena"
"DHDOIF",25,1.29,12900,"Lunes","No","Buena"
"EKRNSS",79,1.41,14100,"Martes","No","Normal"
"PZQZOP",70,0.99,9900,"Sabado","No","Muy Buena"
"YNYEIA",87,3.09,30900,"Sabado","No","Muy Buena"
"PKWGHW",15,2.61,26100,"Jueves","No","Normal"
"UOCVDW",25,1.52,15200,"Lunes","No","Normal"
"OIPJAO",59,1.44,14400,"Martes","No","Normal"
"ZYWMOJ",80,3.8,38000,"Martes","No","Mala"
"XONRZQ",40,0.54,5400,"Lunes","Si","Mala"
"LYCMTZ",31,2.9,29000,"Sabado","No","Buena"
"JTFSON",49,2.23,22300,"Domingo","No","Mala"
"UZSLDA",82,1.8,18000,"Domingo","No","Buena"
